start	end	spacer	repeat_unit
3769360	3769378	7	6
3769732	3769745	0	7
3769791	3769805	5	5
3769929	3769943	5	5
3770112	3770127	6	5
3770417	3770429	1	6
3770588	3770604	5	6
3770770	3770782	3	5
3770851	3770863	3	5
3770895	3770907	3	5
3771010	3771023	2	6
3771049	3771062	4	5
3771124	3771140	5	6
3771180	3771199	6	7
3771203	3771219	7	5
3771372	3771389	8	5
3771482	3771499	8	5
3771678	3771695	8	5
3771960	3771977	4	7
3772002	3772023	6	8
3772031	3772045	5	5
3772067	3772081	5	5
3772122	3772137	4	6
3772301	3772317	7	5
3772549	3772566	8	5
3772645	3772660	6	5
3772689	3772702	2	6
3772780	3772795	4	6
3772914	3772933	8	6
3773276	3773294	5	7
3773462	3773476	5	5
3773512	3773524	1	6
3774114	3774131	8	5
3774117	3774131	5	5
3774208	3774221	2	6
3774322	3774335	4	5
3774340	3774359	4	8
3774363	3774384	6	8
3774612	3774631	4	8
3774706	3774719	4	5
3774791	3774805	3	6
3775139	3775151	1	6
3775405	3775418	4	5
3775583	3775602	4	8
3776003	3776020	8	5
3776001	3776025	7	9
3776116	3776136	3	9
3776155	3776175	5	8
3776191	3776207	7	5
3776256	3776269	2	6
3776401	3776419	7	6
3776636	3776651	6	5
3777181	3777203	5	9
3777349	3777365	7	5
3777539	3777554	6	5
3777811	3777825	5	5
3778805	3778822	8	5
3778869	3778886	4	7
3779005	3779019	5	5
3779131	3779152	6	8
3779388	3779402	1	7
3779410	3779423	4	5
3779443	3779456	2	6
3779547	3779562	6	5
3779960	3779972	1	6
3779963	3779975	3	5
3780355	3780369	5	5
3780366	3780382	7	5
3780517	3780529	3	5
3780581	3780593	3	5
3780637	3780651	3	6
3780789	3780802	4	5
3780830	3780843	4	5
3780832	3780849	8	5
3781041	3781061	1	10
3781047	3781061	5	5
3781128	3781143	6	5
3781191	3781213	7	8
3781225	3781237	3	5
3781307	3781319	3	5
3781754	3781771	6	6
3781983	3781995	1	6
3782303	3782319	7	5
3782501	3782514	4	5
3782527	3782541	5	5
3782590	3782612	7	8
3783294	3783311	8	5
3783434	3783446	1	6
3783584	3783605	6	8
3783607	3783629	7	8
3783659	3783675	3	7
3783742	3783758	7	5
3783808	3783820	3	5
3784142	3784158	7	5
3784179	3784192	4	5
3784221	3784233	3	5
3784515	3784528	4	5
3784545	3784562	8	5
3784692	3784708	5	6
3784756	3784768	1	6
3784995	3785008	4	5
3785218	3785234	5	6
3785265	3785279	5	5
3785340	3785353	2	6
3785405	3785419	5	5
3785421	3785435	5	5
3785523	3785542	8	6
3785761	3785778	8	5
3785776	3785793	6	6
3785986	3785998	3	5
3786382	3786395	4	5
3786806	3786820	5	5
3786809	3786822	4	5
3786853	3786867	5	5
3786886	3786912	7	10
3786928	3786941	4	5
3786934	3786949	6	5
3787112	3787127	6	5
3787239	3787251	3	5
3787457	3787472	6	5
3787479	3787498	8	6
3787614	3787630	5	6
3787675	3787688	4	5
3787997	3788014	8	5
3788052	3788068	7	5
3788169	3788182	2	6
3788280	3788295	6	5
3788582	3788594	1	6
3788790	3788805	6	5
3788802	3788814	3	5
3788965	3788984	8	6
3789010	3789026	7	5
3789085	3789102	8	5
3789424	3789439	4	6
3789465	3789479	5	5
3789530	3789547	8	5
3789541	3789554	4	5
3789540	3789561	6	8
3790034	3790051	8	5
3790049	3790066	8	5
3790277	3790290	4	5
3790291	3790312	4	9
3791167	3791186	8	6
3791279	3791294	6	5
3791376	3791393	8	5
3791817	3791830	4	5
3792242	3792258	7	5
3792366	3792383	8	5
3792423	3792440	6	6
3792448	3792464	7	5
3792692	3792707	0	8
3792754	3792779	4	11
3792828	3792846	7	6
3793095	3793111	1	8
3793296	3793308	3	5
3793452	3793465	4	5
3793701	3793720	8	6
3793934	3793949	4	6
3794144	3794156	1	6
3794413	3794429	7	5
3794568	3794580	1	6
3794661	3794676	6	5
3794722	3794735	4	5
3794818	3794836	7	6
3794963	3794980	4	7
3795036	3795052	5	6
3795041	3795053	3	5
3795387	3795400	4	5
3795539	3795554	6	5
3795610	3795627	8	5
3795791	3795807	7	5
3795985	3796001	7	5
3795999	3796020	8	7
3796059	3796071	1	6
3796199	3796211	3	5
3796430	3796447	8	5
3796460	3796475	6	5
3796466	3796482	7	5
3796611	3796627	7	5
3796767	3796781	5	5
3796808	3796825	8	5
3796993	3797008	2	7
3797014	3797032	7	6
3797279	3797292	2	6
3797347	3797361	1	7
3797355	3797367	3	5
3797383	3797399	7	5
3797421	3797434	4	5
3797463	3797480	8	5
3797507	3797522	6	5
3797521	3797536	6	5
3797521	3797537	7	5
3797537	3797551	5	5
3797633	3797645	3	5
3797686	3797701	6	5
3797691	3797707	7	5
3797711	3797726	4	6
3797745	3797757	3	5
3798037	3798055	3	8
3798219	3798236	8	5
3798221	3798248	2	13
3798536	3798552	7	5
3798594	3798609	6	5
3798698	3798713	4	6
3798775	3798792	8	5
3798812	3798827	6	5
3798913	3798927	3	6
3798983	3799003	5	8
3799108	3799120	3	5
3799161	3799182	6	8
3799164	3799182	5	7
3799221	3799241	7	7
3799225	3799242	4	7
3799262	3799281	8	6
3799281	3799299	7	6
3799286	3799299	4	5
3799524	3799539	6	5
3799667	3799683	7	5
3799834	3799849	6	5
3799904	3799919	2	7
3799959	3799974	6	5
3800300	3800314	5	5
3800314	3800331	8	5
3800624	3800638	5	5
3800692	3800713	8	7
3800733	3800749	7	5
3800800	3800813	4	5
3800913	3800934	8	7
3800977	3800989	3	5
3801056	3801075	6	7
3801707	3801724	8	5
3801763	3801775	3	5
3801777	3801789	1	6
3801777	3801790	2	6
3801778	3801790	3	5
3802046	3802062	7	5
3802079	3802092	4	5
3802098	3802114	3	7
3802387	3802412	0	13
3802512	3802525	4	5
3802659	3802674	4	6
3803025	3803037	1	6
3803059	3803076	4	7
3803086	3803100	5	5
3803151	3803167	7	5
3803595	3803608	4	5
3804005	3804023	5	7
3804154	3804166	3	5
3804158	3804174	5	6
3804179	3804196	6	6
3804263	3804278	6	5
3804378	3804394	5	6
3804380	3804393	4	5
3804510	3804522	3	5
3804850	3804865	4	6
3805055	3805067	3	5
3805064	3805081	8	5
3805096	3805110	3	6
3805143	3805156	4	5
3805344	3805358	3	6
3805529	3805545	7	5
3805634	3805648	5	5
3805665	3805679	5	5
3805760	3805775	6	5
3805806	3805819	4	5
3805884	3805900	7	5
3806040	3806054	3	6
3806167	3806181	5	5
3806616	3806628	1	6
3806705	3806726	8	7
3806727	3806739	3	5
3807181	3807195	3	6
3807204	3807221	8	5
3807216	3807233	8	5
3807470	3807486	5	6
3807494	3807506	3	5
3807860	3807872	1	6
3808079	3808093	5	5
3808282	3808298	7	5
3809160	3809174	5	5
3809347	3809368	8	7
3809418	3809431	2	6
3809516	3809530	5	5
3809674	3809690	3	7
3809862	3809874	3	5
3809924	3809940	5	6
3810046	3810058	1	6
3810274	3810290	3	7
3810312	3810333	4	9
3810600	3810613	4	5
3811051	3811069	7	6
3811432	3811446	1	7
3811462	3811478	5	6
3811647	3811662	6	5
3811756	3811770	5	5
3811816	3811828	3	5
3811826	3811838	1	6
3811865	3811878	4	5
3812020	3812035	6	5
3812079	3812096	8	5
3812181	3812198	8	5
3812445	3812461	7	5
3812544	3812559	6	5
3812967	3812982	6	5
3813066	3813087	8	7
3813124	3813136	3	5
3813173	3813185	3	5
3813461	3813473	3	5
3814121	3814139	7	6
3814157	3814174	4	7
3814268	3814282	5	5
3814319	3814334	6	5
3814342	3814355	4	5
3814420	3814440	5	8
3814559	3814571	1	6
3814972	3814984	3	5
3814984	3814996	3	5
3815063	3815077	5	5
3815096	3815119	4	10
3815221	3815237	7	5
3815373	3815385	3	5
3815411	3815427	7	5
3815519	3815533	5	5
3815807	3815828	4	9
3815998	3816010	1	6
3816165	3816177	3	5
3816387	3816400	4	5
3816442	3816456	5	5
3816493	3816510	8	5
3816985	3816999	1	7
3817303	3817318	6	5
3817684	3817696	3	5
3817697	3817716	4	8
3817941	3817956	2	7
3817968	3817983	6	5
3817976	3817992	7	5
3818139	3818152	4	5
3818146	3818160	5	5
3818225	3818238	4	5
3818308	3818324	7	5
3818560	3818572	3	5
3818593	3818605	3	5
3818774	3818788	3	6
3818976	3818995	8	6
3818983	3819001	7	6
3819491	3819503	3	5
3819511	3819524	4	5
3819511	3819536	8	9
3819600	3819612	1	6
3820222	3820239	8	5
3820237	3820255	5	7
3820377	3820392	6	5
3820800	3820815	6	5
3821317	3821331	5	5
3821324	3821339	6	5
3821482	3821496	1	7
3821821	3821839	7	6
3822011	3822024	0	7
3822047	3822064	6	6
3822203	3822217	5	5
3822251	3822263	1	6
3822419	3822434	2	7
3822490	3822502	3	5
3822515	3822529	5	5
3822660	3822675	4	6
3822704	3822722	5	7
3823039	3823054	6	5
3823142	3823154	3	5
3823630	3823642	1	6
3823661	3823674	4	5
3823705	3823718	4	5
3823745	3823758	2	6
3824134	3824151	8	5
3824174	3824186	3	5
3824358	3824374	1	8
3824556	3824569	4	5
3824825	3824837	3	5
3824923	3824939	5	6
3824926	3824939	4	5
3825016	3825031	6	5
3825061	3825075	5	5
3825062	3825077	4	6
3825296	3825312	5	6
3825530	3825543	2	6
3825532	3825544	1	6
3825786	3825801	6	5
3825829	3825843	5	5
3826005	3826020	6	5
3826051	3826066	6	5
3826150	3826162	3	5
3826630	3826642	3	5
3826832	3826846	5	5
3826850	3826862	3	5
3827066	3827083	8	5
3827094	3827112	7	6
3827169	3827183	5	5
3827364	3827381	8	5
3827430	3827451	8	7
3827587	3827606	8	6
3827701	3827717	7	5
3828101	3828118	8	5
3828327	3828341	1	7
3828418	3828433	6	5
3828614	3828629	4	6
3828631	3828644	4	5
3828804	3828820	7	5
3828833	3828850	8	5
3828845	3828861	7	5
3828974	3828991	0	9
3829044	3829056	3	5
3829371	3829384	4	5
3829521	3829534	4	5
3829590	3829606	7	5
3829667	3829682	6	5
3829865	3829882	8	5
3829866	3829878	3	5
3829916	3829928	1	6
3829931	3829949	7	6
3830070	3830085	0	8
3830166	3830182	7	5
3830213	3830226	4	5
3830314	3830329	6	5
3830344	3830368	5	10
3830419	3830433	5	5
3830656	3830671	6	5
3831004	3831021	8	5
3831026	3831039	4	5
3831156	3831169	4	5
3831342	3831361	8	6
3831543	3831560	8	5
3831552	3831565	4	5
3831802	3831816	5	5
3832116	3832133	8	5
3832178	3832204	7	10
3832218	3832230	3	5
3832437	3832456	8	6
3832740	3832752	3	5
3832791	3832806	4	6
3832947	3832966	6	7
3833009	3833023	5	5
3833216	3833230	3	6
3833259	3833271	3	5
3833547	3833564	8	5
3833860	3833872	3	5
3834091	3834107	7	5
3834308	3834323	6	5
3834458	3834473	6	5
3834503	3834515	1	6
3834816	3834829	4	5
3835312	3835329	8	5
3835385	3835398	4	5
3835489	3835503	5	5
3835515	3835528	4	5
3835839	3835853	5	5
3836081	3836096	6	5
3836094	3836108	5	5
3836120	3836138	7	6
3836249	3836265	7	5
3836536	3836548	3	5
3836724	3836743	6	7
3836858	3836870	3	5
3836976	3836991	6	5
3837237	3837251	5	5
3837245	3837260	6	5
3837301	3837317	7	5
3837664	3837683	6	7
3837883	3837895	3	5
3837942	3837965	8	8
3838576	3838590	1	7
3838984	3839000	7	5
3839019	3839032	0	7
3839350	3839366	7	5
3839560	3839575	2	7
3839770	3839786	7	5
3839772	3839788	7	5
3840350	3840362	3	5
3840432	3840446	3	6
3840452	3840470	7	6
3841526	3841540	3	6
3841608	3841623	6	5
3841790	3841806	7	5
3842037	3842054	8	5
3842297	3842311	5	5
3842373	3842385	3	5
3842857	3842874	8	5
3842986	3843000	5	5
3843275	3843290	4	6
3843279	3843295	7	5
3843303	3843315	3	5
3843564	3843577	4	5
3843587	3843603	7	5
3843757	3843770	4	5
3843825	3843837	3	5
3843854	3843867	0	7
3843939	3843951	3	5
3844055	3844071	7	5
3844342	3844359	6	6
3845116	3845130	5	5
3845363	3845381	7	6
3845739	3845757	5	7
3845905	3845926	8	7
3846150	3846167	8	5
3846192	3846205	4	5
3846591	3846607	7	5
3846695	3846711	5	6
3847243	3847259	5	6
3847575	3847587	3	5
3848087	3848102	4	6
3848433	3848449	7	5
3848707	3848722	6	5
3848895	3848909	5	5
3848939	3848953	5	5
3849120	3849141	8	7
3849209	3849225	7	5
3849236	3849251	6	5
3849253	3849267	5	5
3849313	3849327	3	6
3849391	3849408	6	6
3849489	3849505	7	5
3849731	3849746	6	5
3849829	3849847	7	6
3850334	3850349	6	5
3850521	3850536	6	5
3850641	3850655	5	5
3850688	3850705	6	6
3850913	3850930	6	6
3850932	3850945	4	5
3851121	3851135	5	5
3851217	3851236	8	6
3851334	3851346	1	6
3851872	3851888	7	5
3852835	3852850	6	5
3852933	3852952	8	6
3853061	3853077	7	5
3853154	3853170	7	5
3853293	3853310	8	5
3853298	3853319	8	7
3853351	3853365	3	6
3853530	3853546	5	6
3853595	3853610	2	7
3853634	3853647	4	5
3853662	3853689	4	12
3853716	3853734	7	6
3853721	3853734	4	5
3853757	3853774	6	6
3853833	3853846	4	5
3853862	3853879	6	6
3853941	3853955	5	5
3854185	3854200	6	5
3854320	3854332	1	6
3854365	3854380	6	5
3854471	3854486	6	5
3854672	3854687	4	6
3854873	3854889	3	7
3855071	3855086	6	5
3855177	3855193	7	5
3855271	3855290	8	6
3855359	3855375	7	5
3855419	3855431	3	5
3855494	3855508	5	5
3855550	3855562	3	5
3855705	3855719	5	5
3855788	3855800	3	5
3856011	3856030	8	6
3856078	3856094	7	5
3856467	3856484	8	5
3856681	3856696	6	5
3856807	3856819	3	5
3857188	3857202	5	5
3857445	3857465	7	7
3857490	3857505	6	5
3857564	3857580	7	5
3857689	3857703	1	7
3857784	3857799	4	6
3857821	3857835	5	5
3858021	3858036	6	5
3858325	3858338	2	6
3858668	3858683	4	6
3858702	3858718	7	5
3858743	3858755	3	5
3858888	3858904	7	5
3859310	3859322	3	5
3859337	3859353	7	5
3859376	3859392	7	5
3859397	3859414	6	6
3859554	3859571	8	5
3859815	3859834	6	7
3859858	3859873	4	6
3859913	3859930	8	5
3860088	3860105	8	5
3860330	3860345	6	5
3860502	3860516	1	7
3860762	3860775	4	5
3861099	3861114	6	5
3861237	3861251	3	6
3861761	3861776	6	5
3861905	3861920	6	5
3861921	3861935	5	5
3862048	3862063	6	5
3862424	3862442	7	6
3862482	3862496	5	5
3863102	3863119	8	5
3863109	3863126	8	5
3863109	3863125	5	6
3863180	3863196	7	5
3863357	3863369	1	6
3863487	3863502	6	5
3863809	3863829	5	8
3863817	3863833	7	5
3863817	3863834	6	6
3863818	3863834	5	6
3863819	3863834	4	6
3863820	3863834	5	5
3863889	3863905	7	5
3863925	3863943	7	6
3864013	3864026	2	6
3864071	3864084	4	5
3864185	3864199	3	6
3864656	3864673	8	5
3864913	3864929	7	5
3864973	3864989	7	5
3865142	3865159	8	5
3865273	3865285	1	6
3865278	3865290	3	5
3865555	3865571	5	6
3865783	3865796	4	5
3866072	3866088	7	5
3866460	3866477	2	8
3866491	3866503	3	5
3866555	3866567	1	6
3866688	3866703	6	5
3866983	3867001	5	7
3867101	3867114	2	6
3867509	3867522	4	5
3867586	3867600	3	6
3868055	3868074	6	7
3868067	3868083	7	5
3868311	3868329	7	6
3868320	3868340	7	7
3868465	3868479	5	5
3868478	3868492	3	6
3868508	3868523	6	5
3868594	3868607	4	5
3868601	3868621	7	7
3868896	3868911	6	5
3869199	3869211	1	6
3869492	3869504	3	5
3869497	3869510	4	5
3869702	3869719	8	5
3869770	3869785	6	5
3869876	3869891	6	5
3869968	3869982	5	5
3870054	3870069	6	5
3870210	3870225	6	5
3870236	3870252	7	5
3870411	3870428	8	5
3870994	3871011	8	5
3871015	3871031	7	5
3871120	3871132	3	5
3871258	3871272	5	5
3871409	3871421	1	6
3871779	3871791	1	6
3872008	3872024	5	6
3872062	3872079	8	5
3873070	3873083	4	5
3873124	3873140	5	6
3873136	3873151	6	5
3873758	3873775	8	5
3873769	3873785	7	5
3873824	3873836	3	5
3873956	3873970	5	5
3873968	3873981	4	5
3873991	3874007	7	5
3874011	3874023	3	5
3874041	3874057	3	7
3874361	3874377	5	6
3874386	3874402	5	6
3874564	3874581	8	5
3874751	3874766	4	6
3874787	3874799	3	5
3874822	3874834	3	5
3874997	3875011	5	5
3875048	3875063	6	5
3875062	3875078	7	5
3875286	3875301	6	5
3875615	3875634	8	6
3875935	3875951	7	5
3875971	3875983	1	6
3876539	3876554	6	5
3876814	3876826	3	5
3876825	3876838	4	5
3877038	3877051	0	7
3877131	3877144	4	5
3877140	3877153	4	5
3877399	3877414	6	5
3877424	3877438	1	7
3877544	3877572	1	14
3878093	3878107	5	5
3878887	3878901	1	7
3878955	3878967	3	5
3879332	3879348	7	5
3879524	3879543	8	6
3879714	3879727	4	5
3879715	3879732	8	5
3880267	3880281	5	5
3880368	3880387	8	6
3880550	3880562	3	5
3880615	3880628	4	5
3880726	3880745	6	7
3880748	3880769	6	8
3881116	3881132	7	5
3881309	3881326	8	5
3881451	3881468	8	5
3881492	3881507	6	5
3881569	3881583	5	5
3881793	3881805	3	5
3881797	3881814	8	5
3882012	3882026	5	5
3882228	3882242	3	6
3882493	3882512	8	6
3882507	3882522	2	7
3882751	3882768	8	5
3882780	3882794	3	6
3882782	3882798	7	5
3882839	3882855	7	5
3882894	3882906	1	6
3882913	3882928	4	6
3883314	3883329	4	6
3883316	3883334	7	6
3883400	3883419	8	6
3883564	3883580	7	5
3883805	3883819	5	5
3883828	3883844	5	6
3883914	3883928	5	5
3884054	3884068	5	5
3884156	3884170	5	5
3884304	3884317	2	6
3884337	3884352	6	5
3884381	3884393	3	5
3884429	3884442	4	5
3884483	3884499	7	5
3884515	3884537	7	8
3884562	3884577	6	5
3885259	3885272	4	5
3885278	3885293	6	5
3885364	3885378	5	5
3885377	3885393	7	5
3885553	3885568	4	6
3885565	3885582	6	6
3885738	3885752	5	5
3886054	3886068	5	5
3886446	3886459	4	5
3886502	3886516	5	5
3886558	3886577	8	6
3886653	3886666	4	5
3886748	3886765	2	8
3886833	3886849	7	5
3886905	3886921	7	5
3887373	3887390	8	5
3887392	3887409	8	5
3887437	3887450	2	6
3887973	3887986	4	5
3887987	3888002	6	5
3888011	3888027	7	5
3888185	3888202	8	5
3888213	3888225	1	6
3888273	3888287	3	6
3888285	3888301	7	5
3888309	3888325	7	5
3888344	3888359	6	5
3888407	3888423	7	5
3888480	3888494	5	5
3888547	3888564	8	5
3888585	3888599	5	5
3888589	3888601	3	5
3888615	3888634	6	7
3888894	3888906	3	5
3889363	3889379	5	6
3889425	3889441	7	5
3889520	3889534	5	5
3889576	3889593	8	5
3889805	3889822	6	6
3889832	3889848	7	5
3889864	3889877	4	5
3890028	3890041	4	5
3890076	3890092	5	6
3890128	3890143	4	6
3890132	3890145	4	5
3890555	3890573	7	6
3890795	3890814	8	6
3891490	3891518	5	12
3891499	3891513	5	5
3891658	3891670	1	6
3892334	3892349	6	5
3892349	3892367	7	6
3892430	3892442	3	5
3892579	3892592	4	5
3892810	3892827	8	5
3892962	3892974	3	5
3893155	3893170	6	5
3893245	3893258	4	5
3893305	3893320	6	5
3893607	3893623	7	5
3893680	3893695	6	5
3893821	3893838	6	6
3893829	3893842	4	5
3893853	3893865	1	6
3893997	3894009	3	5
3894303	3894325	7	8
3894315	3894333	7	6
3894687	3894704	6	6
3894741	3894754	4	5
3894861	3894875	1	7
3895436	3895453	8	5
3895809	3895823	5	5
3895884	3895901	8	5
3896343	3896359	3	7
3896427	3896444	8	5
3896473	3896489	5	6
3896712	3896727	4	6
3896719	3896731	3	5
3897314	3897328	5	5
3897392	3897406	5	5
3897596	3897610	5	5
3897605	3897623	3	8
3897881	3897897	7	5
3897942	3897956	5	5
3898488	3898510	7	8
3898812	3898827	6	5
3899138	3899157	8	6
3899183	3899195	3	5
3899190	3899204	5	5
3899383	3899399	7	5
3899403	3899419	5	6
3899658	3899670	3	5
3899718	3899730	3	5
3899858	3899874	5	6
3900022	3900040	7	6
3900102	3900116	3	6
3900402	3900418	1	8
3900535	3900552	4	7
3900570	3900585	6	5
3900657	3900670	4	5
3900774	3900787	4	5
3900826	3900843	8	5
3900861	3900879	7	6
3901005	3901019	3	6
3901184	3901198	5	5
3901216	3901232	5	6
3901302	3901318	5	6
3901397	3901412	6	5
3901485	3901502	8	5
3901534	3901551	8	5
3901554	3901573	8	6
3901592	3901611	6	7
3901678	3901694	7	5
3901824	3901839	6	5
3901874	3901887	2	6
3902010	3902026	7	5
3902088	3902103	6	5
3902176	3902194	7	6
3902218	3902234	7	5
3902288	3902303	6	5
3902527	3902539	3	5
3902707	3902721	3	6
3902758	3902773	6	5
3903084	3903096	3	5
3903202	3903218	7	5
3903261	3903277	7	5
3903800	3903814	5	5
3903944	3903957	4	5
3904238	3904261	8	8
3904329	3904342	2	6
3904593	3904605	1	6
3904598	3904612	5	5
3905293	3905308	6	5
3905760	3905777	8	5
3905904	3905918	5	5
3906223	3906240	6	6
3906257	3906274	8	5
3906309	3906322	4	5
3906372	3906387	6	5
3906528	3906541	4	5
3906578	3906594	7	5
3906578	3906595	6	6
3906578	3906596	7	6
3906579	3906596	8	5
3906606	3906621	6	5
3906683	3906698	6	5
3906701	3906713	1	6
3906726	3906742	5	6
3906795	3906812	8	5
3906812	3906844	5	14
3906977	3906990	4	5
3907060	3907076	7	5
3907066	3907079	4	5
3907093	3907109	5	6
3907204	3907221	8	5
3907225	3907237	1	6
3907484	3907500	5	6
3907524	3907543	6	7
3907740	3907752	3	5
3907821	3907833	3	5
3908057	3908073	7	5
3908093	3908110	6	6
3908112	3908132	7	7
3908184	3908201	8	5
3908502	3908517	4	6
3908611	3908628	8	5
3908724	3908741	8	5
3908824	3908836	3	5
3909005	3909017	3	5
3909366	3909381	6	5
3909415	3909432	8	5
3909618	3909632	3	6
3909720	3909733	4	5
3910423	3910441	5	7
3910492	3910505	4	5
3910657	3910678	6	8
3910778	3910791	4	5
3910849	3910863	5	5
3911779	3911796	6	6
3912097	3912114	6	6
3912402	3912418	7	5
3913043	3913055	3	5
3913213	3913230	8	5
3913402	3913415	4	5
3913711	3913726	6	5
3913721	3913733	3	5
3913780	3913797	6	6
3914273	3914286	4	5
3914363	3914379	7	5
3914450	3914462	3	5
3914512	3914529	8	5
3915074	3915092	7	6
3915157	3915169	3	5
3915249	3915264	6	5
3915249	3915265	5	6
3915247	3915268	6	8
3915250	3915266	7	5
3915264	3915276	3	5
3915320	3915336	7	5
3915364	3915386	5	9
3915437	3915452	6	5
3915582	3915595	0	7
3916049	3916062	4	5
3916214	3916228	5	5
3916232	3916248	7	5
3916340	3916354	5	5
3916350	3916365	6	5
3916421	3916438	8	5
3916531	3916545	5	5
3917182	3917196	5	5
3917242	3917257	6	5
3917294	3917310	7	5
3917352	3917368	7	5
3917419	3917433	3	6
3917668	3917686	7	6
3917674	3917688	5	5
3917687	3917700	4	5
3917753	3917770	8	5
3917776	3917792	7	5
3917861	3917875	5	5
3917975	3917996	6	8
3918397	3918415	7	6
3918438	3918455	8	5
3918501	3918519	7	6
3918573	3918589	5	6
3918812	3918825	4	5
3918909	3918925	3	7
3919010	3919023	4	5
3919059	3919072	4	5
3919412	3919425	4	5
3919466	3919484	7	6
3919777	3919797	5	8
3919797	3919813	7	5
3919823	3919836	4	5
3919862	3919878	7	5
3920076	3920090	5	5
3920240	3920259	4	8
3920256	3920270	5	5
3921652	3921671	8	6
3921722	3921734	3	5
3921746	3921760	5	5
3921992	3922006	5	5
3922204	3922218	5	5
3922224	3922237	4	5
3922253	3922269	5	6
3922292	3922306	5	5
3922358	3922372	5	5
3922704	3922719	6	5
3922739	3922755	7	5
3922778	3922794	3	7
3922797	3922809	1	6
3922831	3922846	6	5
3923041	3923057	5	6
3923043	3923056	4	5
3923044	3923056	3	5
3923050	3923067	6	6
3923053	3923065	1	6
3923212	3923227	6	5
3923275	3923289	3	6
3923370	3923383	2	6
3923705	3923732	4	12
3923730	3923742	3	5
3924731	3924747	7	5
3924733	3924749	7	5
3925310	3925324	5	5
3925379	3925394	4	6
3925384	3925401	6	6
3925557	3925573	5	6
3925846	3925866	7	7
3925923	3925937	5	5
3925927	3925941	1	7
3925992	3926005	2	6
3926053	3926065	3	5
3926074	3926090	5	6
3926266	3926280	5	5
3926409	3926421	3	5
3926412	3926427	6	5
3926454	3926471	8	5
3926480	3926492	3	5
3926538	3926553	6	5
3926942	3926958	7	5
3927114	3927135	4	9
3927499	3927511	3	5
3927592	3927607	6	5
3927771	3927784	2	6
3927917	3927934	8	5
3928794	3928807	2	6
3928859	3928874	4	6
3928876	3928889	0	7
3928904	3928917	4	5
3928988	3929004	7	5
3929211	3929228	8	5
3929224	3929238	5	5
3929381	3929395	5	5
3929503	3929517	5	5
3929534	3929551	8	5
3929654	3929670	7	5
3929857	3929873	7	5
3930155	3930172	8	5
3930325	3930341	7	5
3930381	3930393	3	5
3930602	3930615	4	5
3930755	3930771	5	6
3930783	3930795	3	5
3931058	3931070	3	5
3931226	3931245	8	6
3931344	3931361	6	6
3931624	3931639	6	5
3931873	3931886	4	5
3932135	3932148	2	6
3932172	3932189	8	5
3932190	3932204	5	5
3932235	3932252	8	5
3932649	3932666	8	5
3932690	3932706	7	5
3932692	3932709	8	5
3932938	3932954	5	6
3933081	3933095	5	5
3933227	3933243	5	6
3933320	3933339	0	10
3933601	3933619	7	6
3933716	3933731	2	7
3934031	3934049	7	6
3934171	3934183	1	6
3934236	3934252	7	5
3934262	3934277	6	5
3934385	3934399	3	6
3934665	3934682	8	5
3934683	3934698	6	5
3934781	3934797	7	5
3934785	3934800	6	5
3934856	3934869	4	5
3935084	3935099	6	5
3935102	3935114	3	5
3935296	3935310	5	5
3935455	3935467	1	6
3935562	3935577	2	7
3935613	3935627	5	5
3935798	3935811	4	5
3936358	3936373	6	5
3936788	3936803	6	5
3936789	3936805	7	5
3936939	3936951	1	6
3937042	3937054	3	5
3937174	3937193	6	7
3937209	3937222	4	5
3937251	3937273	7	8
3937326	3937339	0	7
3937660	3937675	6	5
3937702	3937714	1	6
3937749	3937761	3	5
3938063	3938077	3	6
3938248	3938262	1	7
3938300	3938321	6	8
3938359	3938383	7	9
3938459	3938476	8	5
3938641	3938654	4	5
3939277	3939291	5	5
3939356	3939375	8	6
3939959	3939972	2	6
3940096	3940116	7	7
3940157	3940175	7	6
3940415	3940430	6	5
3940961	3940974	4	5
3941164	3941177	4	5
3941460	3941475	6	5
3941558	3941571	2	6
3941583	3941600	8	5
3941765	3941778	2	6
3941790	3941802	3	5
3941883	3941900	2	8
3941970	3941984	5	5
3942079	3942096	8	5
3942968	3942982	5	5
3942994	3943010	5	6
3943014	3943030	7	5
3943115	3943136	8	7
3943129	3943144	6	5
3943354	3943368	3	6
3943406	3943419	4	5
3943461	3943479	7	6
3943483	3943499	7	5
3943625	3943642	4	7
3943630	3943644	5	5
3943815	3943830	6	5
3943827	3943843	7	5
3943834	3943851	4	7
3944243	3944256	4	5
3944343	3944359	5	6
3944443	3944460	8	5
3944500	3944519	8	6
3944753	3944768	6	5
3944764	3944780	7	5
3944979	3944997	7	6
3945088	3945105	8	5
3945478	3945492	5	5
3945648	3945664	7	5
3945695	3945709	5	5
3945908	3945922	5	5
3946250	3946264	5	5
3946494	3946508	5	5
3946781	3946793	3	5
3946836	3946851	6	5
3946899	3946915	7	5
3946983	3946999	7	5
3947039	3947060	4	9
3947228	3947244	7	5
3947318	3947335	8	5
3947325	3947342	4	7
3947435	3947452	8	5
3947711	3947727	7	5
3947822	3947835	4	5
3947877	3947889	3	5
3947893	3947909	7	5
3947932	3947947	6	5
3948156	3948171	2	7
3948251	3948265	3	6
3948331	3948347	7	5
3948426	3948448	5	9
3948542	3948555	4	5
3948815	3948832	6	6
3949136	3949152	7	5
