"TF-Condition-#","Start Position","End Position","MACE S/N","Closest gene","Operon"
"H-NS-expo-453","2388604","2388654","1.18","yfbO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027266&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbO</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021156&organism=ECK12&type=All#OPERON"" target=""_blank"">yfbN</a>"
"H-NS-expo-454","2455727","2455755","2.48","yfcV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027284&organism=ECK12&type=All#OPERON"" target=""_blank"">yfcV</a>"
"H-NS-expo-455","2455777","2455803","1.62","yfcV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027284&organism=ECK12&type=All#OPERON"" target=""_blank"">yfcV</a>"
"H-NS-expo-456","2455984","2455993","2.58","yfcV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027284&organism=ECK12&type=All#OPERON"" target=""_blank"">yfcV</a>"
"H-NS-expo-457","2456036","2456071","1.84","yfcV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027284&organism=ECK12&type=All#OPERON"" target=""_blank"">yfcV</a>"
"H-NS-expo-458","2462887","2462918","0.97","yfdF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027287&organism=ECK12&type=All#OPERON"" target=""_blank"">yfdF</a>"
"H-NS-expo-459","2463111","2463122","2.12","yfdF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027287&organism=ECK12&type=All#OPERON"" target=""_blank"">yfdF</a>"
"H-NS-expo-460","2463244","2463262","1.83","yfdF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027287&organism=ECK12&type=All#OPERON"" target=""_blank"">yfdF</a>"
"H-NS-expo-461","2463358","2463381","1.67","yfdF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027287&organism=ECK12&type=All#OPERON"" target=""_blank"">yfdF</a>"
"H-NS-expo-462","2463434","2463443","1.25","yfdF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027287&organism=ECK12&type=All#OPERON"" target=""_blank"">yfdF</a>"
"H-NS-expo-463","2463546","2463557","1.2","yfdF",""
"H-NS-expo-464","2463692","2463734","1.2","yfdF",""
"H-NS-expo-465","2463864","2463905","1.47","yfdF",""
"H-NS-expo-466","2463933","2463960","1.98","yfdF",""
"H-NS-expo-467","2464002","2464026","2.19","yfdF",""
"H-NS-expo-468","2464109","2464124","2.48","yfdC",""
"H-NS-expo-469","2468848","2468883","1.5","gtrB","gtrS,gtrB"
"H-NS-expo-470","2469066","2469095","2.65","gtrB","gtrS,gtrB"
"H-NS-expo-471","2469203","2469246","3.37","gtrS","gtrS"
"H-NS-expo-472","2469367","2469395","3.37","gtrS","gtrS"
"H-NS-expo-473","2469450","2469486","2.82","gtrS","gtrS"
"H-NS-expo-474","2469591","2469617","2.95","gtrS","gtrS"
"H-NS-expo-475","2469657","2469682","3.03","gtrS",""
"H-NS-expo-476","2469800","2469838","2.73","gtrS",""
"H-NS-expo-477","2469894","2469930","2.37","gtrS",""
"H-NS-expo-478","2470054","2470084","2.2","gtrS",""
"H-NS-expo-479","2470113","2470140","1.84","gtrS",""
"H-NS-expo-480","2470214","2470255","2.55","gtrS",""
"H-NS-expo-481","2470419","2470431","2.95","gtrS","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027291&organism=ECK12&type=All#OPERON"" target=""_blank"">tfaS</a>"
"H-NS-expo-482","2470529","2470559","1.62","tfaS","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027291&organism=ECK12&type=All#OPERON"" target=""_blank"">tfaS</a>"
"H-NS-expo-483","2483395","2483439","1.47","emrK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015326&organism=ECK12&type=All#OPERON"" target=""_blank"">evgS,evgA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010912&organism=ECK12&type=All#OPERON"" target=""_blank"">emrY,emrK</a>"
"H-NS-expo-484","2486368","2486390","1.05","evgS",""
"H-NS-expo-485","2493311","2493328","1.27","frc","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015484&organism=ECK12&type=All#OPERON"" target=""_blank"">oxc,yfdE,frc,yfdV</a>"
"H-NS-expo-486","2493402","2493425","1.29","frc","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015484&organism=ECK12&type=All#OPERON"" target=""_blank"">oxc,yfdE,frc,yfdV</a>"
"H-NS-expo-487","2493606","2493623","1.24","frc","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015484&organism=ECK12&type=All#OPERON"" target=""_blank"">oxc,yfdE,frc,yfdV</a>"
"H-NS-expo-488","2760216","2760246","1.3","yfjI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027375&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjJ</a>"
"H-NS-expo-489","2760259","2760292","1.48","yfjI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027375&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjJ</a>"
"H-NS-expo-490","2760389","2760418","1.28","yfjI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027375&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjJ</a>"
"H-NS-expo-491","2760431","2760458","1.3","yfjJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027375&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjJ</a>"
"H-NS-expo-492","2773384","2773419","2.82","yfjW","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027382&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjW</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027381&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjV,yfjV_2</a>"
"H-NS-expo-493","2773522","2773539","2.58","yfjW","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027382&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjW</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027381&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjV,yfjV_2</a>"
"H-NS-expo-494","2773616","2773645","3.23","yfjW","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027382&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjW</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027381&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjV,yfjV_2</a>"
"H-NS-expo-495","2773685","2773717","2.5","yfjW","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027382&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjW</a>"
"H-NS-expo-496","2773802","2773809","2.81","yfjW","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027382&organism=ECK12&type=All#OPERON"" target=""_blank"">yfjW</a>"
"H-NS-expo-497","2773887","2773911","2.56","yfjW",""
"H-NS-expo-498","2774098","2774136","1.76","yfjW",""
"H-NS-expo-499","2774337","2774355","2.78","yfjW",""
"H-NS-expo-500","2774521","2774544","2.89","yfjW",""
"H-NS-expo-501","2774577","2774600","2.89","yfjW",""
"H-NS-expo-502","2774705","2774712","3.81","yfjW",""
"H-NS-expo-503","2774745","2774772","2.7","yfjW",""
"H-NS-expo-504","2774797","2774827","2.88","yfjW",""
"H-NS-expo-505","2774901","2774922","1.66","yfjW",""
"H-NS-expo-506","2783818","2783842","1.27","ypjC",""
"H-NS-expo-507","2784060","2784104","1.68","ypjC",""
"H-NS-expo-508","2784173","2784207","1.84","ypjC",""
"H-NS-expo-509","2784366","2784397","1.88","ypjC",""
"H-NS-expo-510","2784424","2784451","2.39","ypjC",""
"H-NS-expo-511","2784561","2784604","2.2","ypjC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027387&organism=ECK12&type=All#OPERON"" target=""_blank"">ypjC</a>"
"H-NS-expo-512","2784670","2784680","2.81","ypjC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027387&organism=ECK12&type=All#OPERON"" target=""_blank"">ypjC</a>"
"H-NS-expo-513","2784727","2784771","2.22","ypjC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027387&organism=ECK12&type=All#OPERON"" target=""_blank"">ypjC</a>"
"H-NS-expo-514","2784919","2784951","2.05","ypjC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027387&organism=ECK12&type=All#OPERON"" target=""_blank"">ypjC</a>"
"H-NS-expo-515","2784954","2784984","2.55","ypjC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027387&organism=ECK12&type=All#OPERON"" target=""_blank"">ypjC</a>"
"H-NS-expo-516","2785097","2785130","2.01","ypjC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027387&organism=ECK12&type=All#OPERON"" target=""_blank"">ypjC</a>"
"H-NS-expo-517","2785200","2785234","1.02","ypjC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027387&organism=ECK12&type=All#OPERON"" target=""_blank"">ypjC</a>"
"H-NS-expo-518","2785280","2785318","1.13","ypjC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027387&organism=ECK12&type=All#OPERON"" target=""_blank"">ypjC</a>"
"H-NS-expo-519","2785962","2785987","1.29","ygaQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027389&organism=ECK12&type=All#OPERON"" target=""_blank"">ygaQ</a>"
"H-NS-expo-520","2786105","2786114","2.83","ygaQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027389&organism=ECK12&type=All#OPERON"" target=""_blank"">ygaQ</a>"
"H-NS-expo-521","2786265","2786282","2.81","ygaQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027389&organism=ECK12&type=All#OPERON"" target=""_blank"">ygaQ</a>"
"H-NS-expo-522","2786417","2786447","2.22","ygaQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027389&organism=ECK12&type=All#OPERON"" target=""_blank"">ygaQ</a>"
"H-NS-expo-523","2786466","2786491","2.73","ygaQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027389&organism=ECK12&type=All#OPERON"" target=""_blank"">ygaQ</a>"
"H-NS-expo-524","2786559","2786589","1.48","ygaQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027389&organism=ECK12&type=All#OPERON"" target=""_blank"">ygaQ</a>"
"H-NS-expo-525","2786735","2786748","3.19","ygaQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027389&organism=ECK12&type=All#OPERON"" target=""_blank"">ygaQ</a>"
"H-NS-expo-526","2786865","2786873","1.01","ygaQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027389&organism=ECK12&type=All#OPERON"" target=""_blank"">ygaQ</a>"
"H-NS-expo-527","2787574","2787597","1.4","ygaQ",""
"H-NS-expo-528","2787643","2787676","1.25","ygaQ",""
"H-NS-expo-529","2787823","2787832","1.43","ygaQ",""
"H-NS-expo-530","2788116","2788153","1.27","ygaQ",""
"H-NS-expo-531","2788303","2788353","1.53","ygaQ",""
"H-NS-expo-532","2788446","2788473","2.05","ygaQ",""
"H-NS-expo-533","2788577","2788601","2.39","ygaQ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK125300338&organism=ECK12&type=All#OPERON"" target=""_blank"">gabT,csiD,gabP,gabD,lhgO</a>"
"H-NS-expo-534","2798586","2798628","1.28","stpA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009579&organism=ECK12&type=All#OPERON"" target=""_blank"">stpA</a>"
"H-NS-expo-535","2884268","2884274","1.62","casA","casA,casD,casC,ygbT,casE,ygbF,casB"
"H-NS-expo-536","2884335","2884366","1.83","casA","casA,casD,casC,ygbT,casE,ygbF,casB"
"H-NS-expo-537","2884427","2884459","1.23","casA","casA,casD,casC,ygbT,casE,ygbF,casB"
"H-NS-expo-538","2884481","2884506","1.16","casA","casA,casD,casC,ygbT,casE,ygbF,casB"
"H-NS-expo-539","2900577","2900616","1.18","yqcE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027417&organism=ECK12&type=All#OPERON"" target=""_blank"">yqcE,ygcE</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027416&organism=ECK12&type=All#OPERON"" target=""_blank"">ygcW</a>"
"H-NS-expo-540","2903607","2903635","1.27","yqcG",""
"H-NS-expo-541","2903790","2903809","1.59","yqcG",""
"H-NS-expo-542","2903837","2903854","1.35","yqcG",""
"H-NS-expo-543","2903923","2903950","1.07","yqcG",""
"H-NS-expo-544","2905497","2905548","1.25","yqcG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016217&organism=ECK12&type=All#OPERON"" target=""_blank"">ygcG,yqcG</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016229&organism=ECK12&type=All#OPERON"" target=""_blank"">queE</a>"
"H-NS-expo-545","2905682","2905693","1.7","yqcG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016217&organism=ECK12&type=All#OPERON"" target=""_blank"">ygcG,yqcG</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016229&organism=ECK12&type=All#OPERON"" target=""_blank"">queE</a>"
"H-NS-expo-546","2905775","2905809","1.19","ygcG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016217&organism=ECK12&type=All#OPERON"" target=""_blank"">ygcG</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016229&organism=ECK12&type=All#OPERON"" target=""_blank"">queE</a>"
"H-NS-expo-547","2905803","2905837","1.08","ygcG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016217&organism=ECK12&type=All#OPERON"" target=""_blank"">ygcG</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016229&organism=ECK12&type=All#OPERON"" target=""_blank"">queE</a>"
"H-NS-expo-548","2933774","2933804","1.25","fucA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009320&organism=ECK12&type=All#OPERON"" target=""_blank"">fucP,fucK,fucU,fucR,fucI</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009327&organism=ECK12&type=All#OPERON"" target=""_blank"">fucO,fucA</a>"
"H-NS-expo-549","2933864","2933873","1.65","fucA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009320&organism=ECK12&type=All#OPERON"" target=""_blank"">fucP,fucK,fucU,fucR,fucI</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009327&organism=ECK12&type=All#OPERON"" target=""_blank"">fucO,fucA</a>"
"H-NS-expo-550","2934074","2934111","1","fucP","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009320&organism=ECK12&type=All#OPERON"" target=""_blank"">fucP,fucK,fucU,fucR,fucI</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009327&organism=ECK12&type=All#OPERON"" target=""_blank"">fucO,fucA</a>"
"H-NS-expo-551","2934518","2934525","1.34","fucP","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009320&organism=ECK12&type=All#OPERON"" target=""_blank"">fucP,fucK,fucU,fucR,fucI</a>"
"H-NS-expo-552","2987269","2987274","1.68","yqeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027443&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeH</a>"
"H-NS-expo-553","2987399","2987426","2.29","yqeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027443&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeH</a>"
"H-NS-expo-554","2987565","2987604","1.84","yqeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027443&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeH</a>"
"H-NS-expo-555","2987679","2987706","1.34","yqeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027443&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeH</a>"
"H-NS-expo-556","2987828","2987852","1.67","yqeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027443&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeH</a>"
"H-NS-expo-557","2987881","2987911","1.32","yqeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027443&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeH</a>"
"H-NS-expo-558","2988037","2988072","2.27","yqeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeI,yqeJ</a>"
"H-NS-expo-559","2988170","2988209","2.64","yqeI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeI,yqeJ</a>"
"H-NS-expo-560","2988265","2988293","2.23","yqeI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeI,yqeJ</a>"
"H-NS-expo-561","2988390","2988439","1.31","yqeI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeI,yqeJ</a>"
"H-NS-expo-562","2988516","2988525","1.6","yqeI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeI,yqeJ</a>"
"H-NS-expo-563","2988751","2988786","1.12","yqeI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeI,yqeJ</a>"
"H-NS-expo-564","2989089","2989112","1.51","yqeI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeI,yqeJ</a>"
"H-NS-expo-565","2989311","2989358","1.52","yqeI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeI,yqeJ</a>"
"H-NS-expo-566","2989459","2989499","1.78","yqeJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeJ</a>"
"H-NS-expo-567","2989517","2989554","3.05","yqeJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeJ</a>"
"H-NS-expo-568","2989601","2989644","1.73","yqeJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeJ</a>"
"H-NS-expo-569","2989705","2989728","1.95","yqeJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeJ</a>"
"H-NS-expo-570","2989758","2989783","2.87","yqeJ","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027444&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeJ</a>"
"H-NS-expo-571","2989874","2990053","1.67","yqeK","yqeL"
"H-NS-expo-572","2989910","2990036","1.67","yqeK","yqeL"
"H-NS-expo-573","2989945","2989988","1.78","yqeK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021081&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeK,yqeL</a>"
"H-NS-expo-574","2990060","2990102","1.87","yqeK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027445&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeF</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021081&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeK,yqeL</a>"
"H-NS-expo-575","2990220","2990241","1.98","yqeK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027445&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeF</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021081&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeK,yqeL</a>"
"H-NS-expo-576","2990312","2990347","2.17","yqeK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027445&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeF</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021081&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeK,yqeL</a>"
"H-NS-expo-577","2990409","2990439","1.6","yqeK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027445&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeF</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021081&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeK</a>"
"H-NS-expo-578","2990501","2990523","3.57","ygeF_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027445&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeF</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021081&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeK</a>"
"H-NS-expo-579","2990646","2990655","4.39","ygeF_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027445&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeF</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021081&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeK</a>"
"H-NS-expo-580","2990853","2990859","4.87","ygeF_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027445&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeG,ygeF</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120021081&organism=ECK12&type=All#OPERON"" target=""_blank"">yqeK</a>"
"H-NS-expo-581","2990919","2990946","4.76","ygeF_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027445&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeG,ygeF</a>"
"H-NS-expo-582","2990987","2991004","4.56","ygeF_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027445&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeG,ygeF</a>"
"H-NS-expo-583","2991041","2991065","4.69","ygeF_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027445&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeG,ygeF</a>"
"H-NS-expo-584","2991235","2991273","5.52","ygeG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027446&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeG</a>"
"H-NS-expo-585","2991268","2991299","4.31","ygeG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027446&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeG</a>"
"H-NS-expo-586","2991472","2991511","2.91","ygeG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027446&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeG</a>"
"H-NS-expo-587","2991627","2991659","2.69","ygeG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027446&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeH,ygeG</a>"
"H-NS-expo-588","2991750","2991772","1.76","ygeG","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027446&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeH,ygeG</a>"
"H-NS-expo-589","2991784","2991818","1.33","ygeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027447&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeH</a>"
"H-NS-expo-590","2991924","2991938","1.91","ygeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027447&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeH</a>"
"H-NS-expo-591","2992022","2992053","2.31","ygeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027447&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeH</a>"
"H-NS-expo-592","2992194","2992216","1.62","ygeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027447&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeH</a>"
"H-NS-expo-593","2992291","2992308","1.63","ygeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027447&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeH</a>"
"H-NS-expo-594","2992406","2992453","1.86","ygeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027447&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeH</a>"
"H-NS-expo-595","2992484","2992513","2.46","ygeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027447&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeH</a>"
"H-NS-expo-596","2992598","2992632","1.86","ygeH",""
"H-NS-expo-597","2992657","2992662","2.66","ygeH",""
"H-NS-expo-598","2992857","2992887","1.32","ygeH",""
"H-NS-expo-599","2992976","2993007","1.67","ygeH",""
"H-NS-expo-600","2993280","2993306","1.19","ygeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027448&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeI</a>"
"H-NS-expo-601","2993460","2993471","2.34","ygeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027449&organism=ECK12&type=All#OPERON"" target=""_blank"">pbl,ygeI</a>"
"H-NS-expo-602","2993605","2993635","3.01","ygeI","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027448&organism=ECK12&type=All#OPERON"" target=""_blank"">pbl,ygeI</a>"
"H-NS-expo-603","2993861","2993869","2.27","pbl_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027449&organism=ECK12&type=All#OPERON"" target=""_blank"">pbl</a>"
"H-NS-expo-604","2993965","2993998","1.69","pbl_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027449&organism=ECK12&type=All#OPERON"" target=""_blank"">pbl</a>"
"H-NS-expo-605","2994097","2994133","2.36","pbl_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027449&organism=ECK12&type=All#OPERON"" target=""_blank"">pbl</a>"
"H-NS-expo-606","2994328","2994349","2.88","pbl_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027449&organism=ECK12&type=All#OPERON"" target=""_blank"">pbl</a>"
"H-NS-expo-607","2994507","2994527","1.26","ygeK",""
"H-NS-expo-608","2994657","2994677","1.59","ygeK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027450&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeK</a>"
"H-NS-expo-609","2994769","2994796","2.2","ygeK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027450&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeK</a>"
"H-NS-expo-610","2994866","2994885","2.93","ygeK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027450&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeK</a>"
"H-NS-expo-611","2994957","2994998","2.23","ygeK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027450&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeK</a>"
"H-NS-expo-612","2995140","2995164","2.89","ygeK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027450&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeK</a>"
"H-NS-expo-613","2995287","2995315","3.84","ygeN_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027450&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeK</a>"
"H-NS-expo-614","2995523","2995556","3.55","ygeN_2","ygeK,ygeN"
"H-NS-expo-615","2995707","2995716","1.67","ygeN_2","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027451&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeN</a>"
"H-NS-expo-616","2995810","2995825","1.89","ygeN_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120027451&organism=ECK12&type=All#OPERON"" target=""_blank"">ygeN</a>"
